t2,y2,t2,y2;
207319.62250000006,-20.078125,207379.61049999995,6.86644071554997;
207319.68500000006,5.921875,207379.67299999995,16.86644071554997;
207319.74750000006,-40.078125,207379.73549999995,13.86644071554997;
207319.81000000006,-37.078125,207379.79799999995,7.86644071554997;
207319.87250000006,30.921875,207379.86049999995,36.86644071554997;
207319.93500000006,-16.078125,207379.92299999995,33.86644071554997;
207319.99750000006,-26.078125,207379.98549999995,11.86644071554997;
207320.06000000006,10.921875,207380.04799999995,10.86644071554997;
207320.12250000006,-5.078125,207380.11049999995,20.86644071554997;
207320.18500000006,-19.078125,207380.17299999995,19.86644071554997;
207320.24750000006,28.921875,207380.23549999995,8.86644071554997;
207320.31000000006,17.921875,207380.29799999995,24.86644071554997;
207320.37250000006,0.921875,207380.36049999995,14.86644071554997;
207320.43500000006,11.921875,207380.42299999995,-6.13355928445003;
207320.49750000006,5.921875,207380.48549999995,16.86644071554997;
207320.56000000006,-9.078125,207380.54799999995,19.86644071554997;
207320.62250000006,34.921875,207380.61049999995,1.8664407155499703;
207320.68500000006,31.921875,207380.67299999995,15.86644071554997;
207320.74750000006,3.921875,207380.73549999995,45.86644071554997;
207320.81000000006,16.921875,207380.79799999995,22.86644071554997;
207320.87250000006,17.921875,207380.86049999995,8.86644071554997;
207320.93500000006,-14.078125,207380.92299999995,17.86644071554997;
207320.99750000006,7.921875,207380.98549999995,22.86644071554997;
207321.06000000006,29.921875,207381.04799999995,15.86644071554997;
207321.12250000006,-22.078125,207381.11049999995,34.86644071554997;
207321.18500000006,-27.078125,207381.17299999995,47.86644071554997;
207321.24750000006,0.921875,207381.23549999995,-8.13355928445003;
207321.31000000006,-16.078125,207381.29799999995,-3.1335592844500297;
207321.37250000006,-13.078125,207381.36049999995,28.86644071554997;
207321.43500000006,21.921875,207381.42299999995,7.86644071554997;
207321.49750000006,-5.078125,207381.48549999995,26.86644071554997;
207321.56000000006,-28.078125,207381.54799999995,39.86644071554997;
207321.62250000006,16.921875,207381.61049999995,10.86644071554997;
207321.68500000006,18.921875,207381.67299999995,3.8664407155499703;
207321.74750000006,-1.078125,207381.73549999995,41.86644071554997;
207321.81000000006,9.921875,207381.79799999995,29.86644071554997;
207321.87250000006,10.921875,207381.86049999995,-2.1335592844500297;
207321.93500000006,15.921875,207381.92299999995,22.86644071554997;
207321.99750000006,-17.078125,207381.98549999995,15.86644071554997;
207322.06000000006,-9.078125,207382.04799999995,-0.13355928445002974;
207322.12250000006,-1.078125,207382.11049999995,9.86644071554997;
207322.18500000006,5.921875,207382.17299999995,10.86644071554997;
207322.24750000006,19.921875,207382.23549999995,-3.1335592844500297;
207322.31000000006,1.921875,207382.29799999995,14.86644071554997;
207322.37250000006,-6.078125,207382.36049999995,6.86644071554997;
207322.43500000006,18.921875,207382.42299999995,-1.1335592844500297;
207322.49750000006,15.921875,207382.48549999995,19.86644071554997;
207322.56000000006,-6.078125,207382.54799999995,6.86644071554997;
207322.62250000006,9.921875,207382.61049999995,-19.13355928445003;
207322.68500000006,-0.078125,207382.67299999995,4.86644071554997;
207322.74750000006,-10.078125,207382.73549999995,-2.1335592844500297;
207322.81000000006,22.921875,207382.79799999995,4.86644071554997;
207322.87250000006,-1.078125,207382.86049999995,7.86644071554997;
207322.93500000006,-21.078125,207382.92299999995,-20.13355928445003;
207322.99750000006,14.921875,207382.98549999995,-4.13355928445003;
207323.06000000006,10.921875,207383.04799999995,4.86644071554997;
207323.12250000006,-8.078125,207383.11049999995,8.86644071554997;
207323.18500000006,6.921875,207383.17299999995,14.86644071554997;
207323.24750000006,3.921875,207383.23549999995,9.86644071554997;
207323.31000000006,-2.078125,207383.29799999995,0.8664407155499703;
207323.37250000006,4.921875,207383.36049999995,1.8664407155499703;
207323.43500000006,12.921875,207383.42299999995,-2.1335592844500297;
207323.49750000006,-15.078125,207383.48549999995,15.86644071554997;
207323.56000000006,-0.078125,207383.54799999995,23.86644071554997;
207323.62250000006,-13.078125,207383.61049999995,-10.13355928445003;
207323.68500000006,-22.078125,207383.67299999995,7.86644071554997;
207323.74750000006,13.921875,207383.73549999995,-11.13355928445003;
207323.81000000006,5.921875,207383.79799999995,-23.13355928445003;
207323.87250000006,-45.078125,207383.86049999995,19.86644071554997;
207323.93500000006,-22.078125,207383.92299999995,15.86644071554997;
207323.99750000006,13.921875,207383.98549999995,-1.1335592844500297;
207324.06000000006,-28.078125,207384.04799999995,14.86644071554997;
207324.12250000006,-22.078125,207384.11049999995,19.86644071554997;
207324.18500000006,10.921875,207384.17299999995,-2.1335592844500297;
207324.24750000006,6.921875,207384.23549999995,6.86644071554997;
207324.31000000006,-11.078125,207384.29799999995,9.86644071554997;
207324.37250000006,0.921875,207384.36049999995,8.86644071554997;
207324.43500000006,-19.078125,207384.42299999995,14.86644071554997;
207324.49750000006,31.921875,207384.48549999995,18.86644071554997;
207324.56000000006,39.921875,207384.54799999995,13.86644071554997;
207324.62250000006,9.921875,207384.61049999995,15.86644071554997;
207324.68500000006,6.921875,207384.67299999995,-4.13355928445003;
207324.74750000006,0.921875,207384.73549999995,1.8664407155499703;
207324.81000000006,19.921875,207384.79799999995,34.86644071554997;
207324.87250000006,15.921875,207384.86049999995,18.86644071554997;
207324.93500000006,9.921875,207384.92299999995,1.8664407155499703;
207324.99750000006,-14.078125,207384.98549999995,25.86644071554997;
207325.06000000006,-0.078125,207385.04799999995,2.8664407155499703;
207325.12250000006,25.921875,207385.11049999995,4.86644071554997;
207325.18500000006,-7.078125,207385.17299999995,42.86644071554997;
207325.24750000006,12.921875,207385.23549999995,26.86644071554997;
207325.31000000006,25.921875,207385.29799999995,11.86644071554997;
207325.37250000006,1.921875,207385.36049999995,24.86644071554997;
207325.43500000006,16.921875,207385.42299999995,9.86644071554997;
207325.49750000006,18.921875,207385.48549999995,2.8664407155499703;
207325.56000000006,5.921875,207385.54799999995,19.86644071554997;
207325.62250000006,6.921875,207385.61049999995,17.86644071554997;
207325.68500000006,7.921875,207385.67299999995,24.86644071554997;
207325.74750000006,2.921875,207385.73549999995,24.86644071554997;
207325.81000000006,13.921875,207385.79799999995,3.8664407155499703;
207325.87250000006,12.921875,207385.86049999995,14.86644071554997;
207325.93500000006,-4.078125,207385.92299999995,23.86644071554997;
207325.99750000006,-12.078125,207385.98549999995,3.8664407155499703;
207326.06000000006,6.921875,207386.04799999995,23.86644071554997;
207326.12250000006,-28.078125,207386.11049999995,16.86644071554997;
207326.18500000006,-27.078125,207386.17299999995,6.86644071554997;
207326.24750000006,-21.078125,207386.23549999995,14.86644071554997;
207326.31000000006,-15.078125,207386.29799999995,2.8664407155499703;
207326.37250000006,-24.078125,207386.36049999995,10.86644071554997;
207326.43500000006,-26.078125,207386.42299999995,23.86644071554997;
207326.49750000006,-15.078125,207386.48549999995,3.8664407155499703;
207326.56000000006,-12.078125,207386.54799999995,11.86644071554997;
207326.62250000006,-4.078125,207386.61049999995,26.86644071554997;
207326.68500000006,-24.078125,207386.67299999995,8.86644071554997;
207326.74750000006,3.921875,207386.73549999995,14.86644071554997;
207326.81000000006,-3.078125,207386.79799999995,17.86644071554997;
207326.87250000006,-4.078125,207386.86049999995,7.86644071554997;
207326.93500000006,5.921875,207386.92299999995,27.86644071554997;
207326.99750000006,19.921875,207386.98549999995,25.86644071554997;
207327.06000000006,7.921875,207387.04799999995,23.86644071554997;
207327.12250000006,3.921875,207387.11049999995,31.86644071554997;
207327.18500000006,-11.078125,207387.17299999995,29.86644071554997;
207327.24750000006,25.921875,207387.23549999995,11.86644071554997;
207327.31000000006,17.921875,207387.29799999995,14.86644071554997;
207327.37250000006,4.921875,207387.36049999995,14.86644071554997;
207327.43500000006,24.921875,207387.42299999995,11.86644071554997;
207327.49750000006,8.921875,207387.48549999995,-9.13355928445003;
207327.56000000006,-20.078125,207387.54799999995,4.86644071554997;
207327.62250000006,10.921875,207387.61049999995,11.86644071554997;
207327.68500000006,22.921875,207387.67299999995,4.86644071554997;
207327.74750000006,17.921875,207387.73549999995,13.86644071554997;
207327.81000000006,8.921875,207387.79799999995,18.86644071554997;
207327.87250000006,-12.078125,207387.86049999995,7.86644071554997;
207327.93500000006,6.921875,207387.92299999995,23.86644071554997;
207327.99750000006,-3.078125,207387.98549999995,-12.13355928445003;
207328.06000000006,-1.078125,207388.04799999995,9.86644071554997;
207328.12250000006,2.921875,207388.11049999995,19.86644071554997;
207328.18500000006,-10.078125,207388.17299999995,10.86644071554997;
207328.24750000006,-23.078125,207388.23549999995,-1.1335592844500297;
207328.31000000006,4.921875,207388.29799999995,20.86644071554997;
207328.37250000006,-24.078125,207388.36049999995,24.86644071554997;
207328.43500000006,-32.078125,207388.42299999995,-2.1335592844500297;
207328.49750000006,-11.078125,207388.48549999995,11.86644071554997;
207328.56000000006,-15.078125,207388.54799999995,10.86644071554997;
207328.62250000006,-23.078125,207388.61049999995,-30.13355928445003;
207328.68500000006,-9.078125,207388.67299999995,5.86644071554997;
207328.74750000006,-10.078125,207388.73549999995,2.8664407155499703;
207328.81000000006,-7.078125,207388.79799999995,-8.13355928445003;
207328.87250000006,-18.078125,207388.86049999995,-9.13355928445003;
207328.93500000006,-15.078125,207388.92299999995,11.86644071554997;
207328.99750000006,-26.078125,207388.98549999995,-3.1335592844500297;
207329.06000000006,6.921875,207389.04799999995,9.86644071554997;
207329.12250000006,-14.078125,207389.11049999995,5.86644071554997;
207329.18500000006,-16.078125,207389.17299999995,15.86644071554997;
207329.24750000006,24.921875,207389.23549999995,6.86644071554997;
207329.31000000006,-7.078125,207389.29799999995,12.86644071554997;
207329.37250000006,3.921875,207389.36049999995,4.86644071554997;
207329.43500000006,38.921875,207389.42299999995,23.86644071554997;
207329.49750000006,2.921875,207389.48549999995,14.86644071554997;
207329.56000000006,-14.078125,207389.54799999995,-3.1335592844500297;
207329.62250000006,2.921875,207389.61049999995,23.86644071554997;
207329.68500000006,17.921875,207389.67299999995,16.86644071554997;
207329.74750000006,2.921875,207389.73549999995,18.86644071554997;
207329.81000000006,22.921875,207389.79799999995,13.86644071554997;
207329.87250000006,15.921875,207389.86049999995,33.86644071554997;
207329.93500000006,3.921875,207389.92299999995,12.86644071554997;
207329.99750000006,-3.078125,207389.98549999995,11.86644071554997;
207330.06000000006,19.921875,207390.04799999995,3.8664407155499703;
207330.12250000006,23.921875,207390.11049999995,35.86644071554997;
207330.18500000006,15.921875,207390.17299999995,20.86644071554997;
207330.24750000006,28.921875,207390.23549999995,11.86644071554997;
207330.31000000006,18.921875,207390.29799999995,29.86644071554997;
207330.37250000006,-6.078125,207390.36049999995,13.86644071554997;
207330.43500000006,8.921875,207390.42299999995,10.86644071554997;
207330.49750000006,-10.078125,207390.48549999995,7.86644071554997;
207330.56000000006,-4.078125,207390.54799999995,24.86644071554997;
207330.62250000006,0.921875,207390.61049999995,6.86644071554997;
207330.68500000006,-5.078125,207390.67299999995,8.86644071554997;
207330.74750000006,-19.078125,207390.73549999995,18.86644071554997;
207330.81000000006,-7.078125,207390.79799999995,14.86644071554997;
207330.87250000006,13.921875,207390.86049999995,25.86644071554997;
207330.93500000006,3.921875,207390.92299999995,23.86644071554997;
207330.99750000006,14.921875,207390.98549999995,10.86644071554997;
207331.06000000006,14.921875,207391.04799999995,8.86644071554997;
207331.12250000006,25.921875,207391.11049999995,-1.1335592844500297;
207331.18500000006,25.921875,207391.17299999995,-0.13355928445002974;
207331.24750000006,17.921875,207391.23549999995,-4.13355928445003;
207331.31000000006,14.921875,207391.29799999995,-12.13355928445003;
207331.37250000006,16.921875,207391.36049999995,9.86644071554997;
207331.43500000006,14.921875,207391.42299999995,-12.13355928445003;
207331.49750000006,21.921875,207391.48549999995,4.86644071554997;
207331.56000000006,32.921875,207391.54799999995,20.86644071554997;
207331.62250000006,46.921875,207391.61049999995,-10.13355928445003;
207331.68500000006,-6.078125,207391.67299999995,3.8664407155499703;
207331.74750000006,-15.078125,207391.73549999995,-11.13355928445003;
207331.81000000006,27.921875,207391.79799999995,-5.13355928445003;
207331.87250000006,25.921875,207391.86049999995,4.86644071554997;
207331.93500000006,16.921875,207391.92299999995,12.86644071554997;
207331.99750000006,16.921875,207391.98549999995,1.8664407155499703;
207332.06000000006,8.921875,207392.04799999995,3.8664407155499703;
207332.12250000006,-11.078125,207392.11049999995,13.86644071554997;
207332.18500000006,24.921875,207392.17299999995,6.86644071554997;
207332.24750000006,9.921875,207392.23549999995,29.86644071554997;
207332.31000000006,-6.078125,207392.29799999995,21.86644071554997;
207332.37250000006,-2.078125,207392.36049999995,28.86644071554997;
207332.43500000006,-5.078125,207392.42299999995,23.86644071554997;
207332.49750000006,-5.078125,207392.48549999995,5.86644071554997;
207332.56000000006,9.921875,207392.54799999995,0.8664407155499703;
207332.62250000006,13.921875,207392.61049999995,15.86644071554997;
207332.68500000006,-12.078125,207392.67299999995,0.8664407155499703;
207332.74750000006,-4.078125,207392.73549999995,25.86644071554997;
207332.81000000006,16.921875,207392.79799999995,24.86644071554997;
207332.87250000006,-19.078125,207392.86049999995,18.86644071554997;
207332.93500000006,-14.078125,207392.92299999995,24.86644071554997;
207332.99750000006,-5.078125,207392.98549999995,11.86644071554997;
207333.06000000006,-5.078125,207393.04799999995,21.86644071554997;
207333.12250000006,14.921875,207393.11049999995,15.86644071554997;
207333.18500000006,5.921875,207393.17299999995,21.86644071554997;
207333.24750000006,-7.078125,207393.23549999995,4.86644071554997;
207333.31000000006,-3.078125,207393.29799999995,8.86644071554997;
207333.37250000006,-30.078125,207393.36049999995,46.86644071554997;
207333.43500000006,-8.078125,207393.42299999995,30.86644071554997;
207333.49750000006,-5.078125,207393.48549999995,17.86644071554997;
207333.56000000006,-25.078125,207393.54799999995,36.86644071554997;
207333.62250000006,-19.078125,207393.61049999995,9.86644071554997;
207333.68500000006,-10.078125,207393.67299999995,-6.13355928445003;
207333.74750000006,-27.078125,207393.73549999995,13.86644071554997;
207333.81000000006,-25.078125,207393.79799999995,0.8664407155499703;
207333.87250000006,-1.078125,207393.86049999995,18.86644071554997;
207333.93500000006,-30.078125,207393.92299999995,20.86644071554997;
207333.99750000006,-10.078125,207393.98549999995,-19.13355928445003;
207334.06000000006,8.921875,207394.04799999995,-15.13355928445003;
207334.12250000006,2.921875,207394.11049999995,-3.1335592844500297;
207334.18500000006,-16.078125,207394.17299999995,-21.13355928445003;
207334.24750000006,6.921875,207394.23549999995,-19.13355928445003;
207334.31000000006,14.921875,207394.29799999995,11.86644071554997;
207334.37250000006,-15.078125,207394.36049999995,-19.13355928445003;
207334.43500000006,4.921875,207394.42299999995,-14.13355928445003;
207334.49750000006,-20.078125,207394.48549999995,3.8664407155499703;
207334.56000000006,-27.078125,207394.54799999995,2.8664407155499703;
207334.62250000006,-25.078125,207394.61049999995,0.8664407155499703;
207334.68500000006,-27.078125,207394.67299999995,15.86644071554997;
207334.74750000006,-13.078125,207394.73549999995,26.86644071554997;
207334.81000000006,0.921875,207394.79799999995,18.86644071554997;
207334.87250000006,-22.078125,207394.86049999995,16.86644071554997;
207334.93500000006,-38.078125,207394.92299999995,17.86644071554997;
207334.99750000006,-13.078125,207394.98549999995,1.8664407155499703;
207335.06000000006,-10.078125,207395.04799999995,17.86644071554997;
207335.12250000006,4.921875,207395.11049999995,15.86644071554997;
207335.18500000006,-27.078125,207395.17299999995,-12.13355928445003;
207335.24750000006,-16.078125,207395.23549999995,20.86644071554997;
207335.31000000006,-13.078125,207395.29799999995,10.86644071554997;
207335.37250000006,7.921875,207395.36049999995,14.86644071554997;
207335.43500000006,-17.078125,207395.42299999995,10.86644071554997;
207335.49750000006,-3.078125,207395.48549999995,-5.13355928445003;
207335.56000000006,17.921875,207395.54799999995,0.8664407155499703;
207335.62250000006,9.921875,207395.61049999995,1.8664407155499703;
207335.68500000006,7.921875,207395.67299999995,1.8664407155499703;
207335.74750000006,-27.078125,207395.73549999995,11.86644071554997;
207335.81000000006,-15.078125,207395.79799999995,15.86644071554997;
207335.87250000006,3.921875,207395.86049999995,4.86644071554997;
207335.93500000006,-7.078125,207395.92299999995,6.86644071554997;
207335.99750000006,-16.078125,207395.98549999995,6.86644071554997;
207336.06000000006,2.921875,207396.04799999995,19.86644071554997;
207336.12250000006,-14.078125,207396.11049999995,9.86644071554997;
207336.18500000006,-28.078125,207396.17299999995,9.86644071554997;
207336.24750000006,-7.078125,207396.23549999995,2.8664407155499703;
207336.31000000006,-12.078125,207396.29799999995,21.86644071554997;
207336.37250000006,2.921875,207396.36049999995,5.86644071554997;
207336.43500000006,10.921875,207396.42299999995,-17.13355928445003;
207336.49750000006,-10.078125,207396.48549999995,14.86644071554997;
207336.56000000006,-25.078125,207396.54799999995,-3.1335592844500297;
207336.62250000006,7.921875,207396.61049999995,-6.13355928445003;
207336.68500000006,12.921875,207396.67299999995,-1.1335592844500297;
207336.74750000006,-26.078125,207396.73549999995,23.86644071554997;
207336.81000000006,0.921875,207396.79799999995,0.8664407155499703;
207336.87250000006,1.921875,207396.86049999995,6.86644071554997;
207336.93500000006,-11.078125,207396.92299999995,18.86644071554997;
207336.99750000006,-22.078125,207396.98549999995,-4.13355928445003;
207337.06000000006,-15.078125,207397.04799999995,8.86644071554997;
207337.12250000006,-2.078125,207397.11049999995,20.86644071554997;
207337.18500000006,-3.078125,207397.17299999995,20.86644071554997;
207337.24750000006,-22.078125,207397.23549999995,9.86644071554997;
207337.31000000006,-7.078125,207397.29799999995,22.86644071554997;
207337.37250000006,-2.078125,207397.36049999995,12.86644071554997;
207337.43500000006,-35.078125,207397.42299999995,12.86644071554997;
207337.49750000006,-21.078125,207397.48549999995,35.86644071554997;
207337.56000000006,-9.078125,207397.54799999995,41.86644071554997;
207337.62250000006,12.921875,207397.61049999995,-3.1335592844500297;
207337.68500000006,6.921875,207397.67299999995,16.86644071554997;
207337.74750000006,-11.078125,207397.73549999995,29.86644071554997;
207337.81000000006,10.921875,207397.79799999995,8.86644071554997;
207337.87250000006,20.921875,207397.86049999995,17.86644071554997;
207337.93500000006,-12.078125,207397.92299999995,11.86644071554997;
207337.99750000006,-18.078125,207397.98549999995,8.86644071554997;
207338.06000000006,13.921875,207398.04799999995,-10.13355928445003;
207338.12250000006,17.921875,207398.11049999995,21.86644071554997;
207338.18500000006,-4.078125,207398.17299999995,-1.1335592844500297;
207338.24750000006,-6.078125,207398.23549999995,7.86644071554997;
207338.31000000006,-4.078125,207398.29799999995,12.86644071554997;
207338.37250000006,10.921875,207398.36049999995,-1.1335592844500297;
207338.43500000006,18.921875,207398.42299999995,14.86644071554997;
207338.49750000006,-0.078125,207398.48549999995,12.86644071554997;
207338.56000000006,-13.078125,207398.54799999995,0.8664407155499703;
207338.62250000006,13.921875,207398.61049999995,11.86644071554997;
207338.68500000006,11.921875,207398.67299999995,31.86644071554997;
207338.74750000006,27.921875,207398.73549999995,-2.1335592844500297;
207338.81000000006,33.921875,207398.79799999995,9.86644071554997;
207338.87250000006,-10.078125,207398.86049999995,4.86644071554997;
207338.93500000006,-9.078125,207398.92299999995,12.86644071554997;
207338.99750000006,-12.078125,207398.98549999995,23.86644071554997;
207339.06000000006,0.921875,207399.04799999995,21.86644071554997;
207339.12250000006,-1.078125,207399.11049999995,-3.1335592844500297;
207339.18500000006,-2.078125,207399.17299999995,1.8664407155499703;
207339.24750000006,-14.078125,207399.23549999995,12.86644071554997;
207339.31000000006,-6.078125,207399.29799999995,-12.13355928445003;
207339.37250000006,-12.078125,207399.36049999995,20.86644071554997;
207339.43500000006,-15.078125,207399.42299999995,7.86644071554997;
207339.49750000006,5.921875,207399.48549999995,-1.1335592844500297;
207339.56000000006,-14.078125,207399.54799999995,-12.13355928445003;
207339.62250000006,-16.078125,207399.61049999995,5.86644071554997;
207339.68500000006,6.921875,207399.67299999995,2.8664407155499703;
207339.74750000006,-18.078125,207399.73549999995,13.86644071554997;
207339.81000000006,-9.078125,207399.79799999995,11.86644071554997;
207339.87250000006,11.921875,207399.86049999995,0.8664407155499703;
207339.93500000006,-16.078125,207399.92299999995,15.86644071554997;
207339.99750000006,-19.078125,207399.98549999995,-12.13355928445003;
207340.06000000006,14.921875,207400.04799999995,7.86644071554997;
207340.12250000006,-4.078125,207400.11049999995,-23.13355928445003;
207340.18500000006,-15.078125,207400.17299999995,-10.13355928445003;
207340.24750000006,22.921875,207400.23549999995,-21.13355928445003;
207340.31000000006,6.921875,207400.29799999995,-11.13355928445003;
207340.37250000006,8.921875,207400.36049999995,-21.13355928445003;
207340.43500000006,12.921875,207400.42299999995,-10.13355928445003;
207340.49750000006,-4.078125,207400.48549999995,15.86644071554997;
207340.56000000006,-1.078125,207400.54799999995,-2.1335592844500297;
207340.62250000006,14.921875,207400.61049999995,-1.1335592844500297;
207340.68500000006,8.921875,207400.67299999995,-0.13355928445002974;
207340.74750000006,6.921875,207400.73549999995,-3.1335592844500297;
207340.81000000006,12.921875,207400.79799999995,-10.13355928445003;
207340.87250000006,3.921875,207400.86049999995,-3.1335592844500297;
207340.93500000006,-9.078125,207400.92299999995,-19.13355928445003;
207340.99750000006,0.921875,207400.98549999995,20.86644071554997;
207341.06000000006,18.921875,207401.04799999995,3.8664407155499703;
207341.12250000006,0.921875,207401.11049999995,-1.1335592844500297;
207341.18500000006,10.921875,207401.17299999995,4.86644071554997;
207341.24750000006,24.921875,207401.23549999995,-3.1335592844500297;
207341.31000000006,2.921875,207401.29799999995,-5.13355928445003;
207341.37250000006,20.921875,207401.36049999995,4.86644071554997;
207341.43500000006,26.921875,207401.42299999995,12.86644071554997;
207341.49750000006,23.921875,207401.48549999995,-9.13355928445003;
207341.56000000006,8.921875,207401.54799999995,9.86644071554997;
207341.62250000006,-14.078125,207401.61049999995,-6.13355928445003;
207341.68500000006,18.921875,207401.67299999995,4.86644071554997;
207341.74750000006,7.921875,207401.73549999995,9.86644071554997;
207341.81000000006,-8.078125,207401.79799999995,7.86644071554997;
207341.87250000006,9.921875,207401.86049999995,7.86644071554997;
207341.93500000006,-11.078125,207401.92299999995,18.86644071554997;
